evaluation,metric_type,comparison,level,class_metric_kind,class,support,tp,fp,fn,precision,recall,f1,cohen_kappa_one_vs_rest
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,02-04-00,36,28,13,8,0.6829268292682927,0.7777777777777778,0.7272727272727273,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,02-05-00,6,5,4,1,0.5555555555555556,0.8333333333333334,0.6666666666666667,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,02-06-00,1,1,1,0,0.5,1.0,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,02-99-00,16,10,8,6,0.5555555555555556,0.625,0.5882352941176471,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-00-00,1,0,1,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-01-00,12,4,15,8,0.21052631578947367,0.3333333333333333,0.2580645161290323,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-01-01,163,118,137,45,0.4627450980392157,0.7239263803680982,0.5645933014354068,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-01-02,103,56,48,47,0.5384615384615384,0.5436893203883495,0.541062801932367,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-01-03,93,40,18,53,0.6896551724137931,0.43010752688172044,0.5298013245033113,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-01-04,222,169,42,53,0.8009478672985783,0.7612612612612613,0.7806004618937644,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-01-99,18,7,15,11,0.3181818181818182,0.3888888888888889,0.35000000000000003,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-02-00,12,0,12,12,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-02-01,19,11,16,8,0.4074074074074074,0.5789473684210527,0.47826086956521735,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-02-02,45,39,10,6,0.7959183673469388,0.8666666666666667,0.8297872340425533,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-02-99,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-03-00,12,5,37,7,0.11904761904761904,0.4166666666666667,0.18518518518518517,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-03-01,32,21,15,11,0.5833333333333334,0.65625,0.6176470588235293,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-03-02,120,96,23,24,0.8067226890756303,0.8,0.803347280334728,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-03-03,67,40,25,27,0.6153846153846154,0.5970149253731343,0.606060606060606,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-03-99,13,2,10,11,0.16666666666666666,0.15384615384615385,0.16,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-04-00,1,0,3,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-04-01,1,1,3,0,0.25,1.0,0.4,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-04-02,75,66,15,9,0.8148148148148148,0.88,0.8461538461538461,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-04-99,24,13,9,11,0.5909090909090909,0.5416666666666666,0.5652173913043478,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-05-00,1,1,2,0,0.3333333333333333,1.0,0.5,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-05-01,93,77,33,16,0.7,0.8279569892473119,0.7586206896551725,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-05-99,0,0,1,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-06-00,28,19,16,9,0.5428571428571428,0.6785714285714286,0.603174603174603,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-06-01,13,11,2,2,0.8461538461538461,0.8461538461538461,0.8461538461538461,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-06-02,45,37,7,8,0.8409090909090909,0.8222222222222222,0.8314606741573033,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-06-03,8,6,2,2,0.75,0.75,0.75,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-06-04,55,28,22,27,0.56,0.509090909090909,0.5333333333333333,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-06-05,8,6,1,2,0.8571428571428571,0.75,0.7999999999999999,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-06-06,2,2,2,0,0.5,1.0,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-06-07,21,16,2,5,0.8888888888888888,0.7619047619047619,0.8205128205128205,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-06-99,79,42,13,37,0.7636363636363637,0.5316455696202531,0.6268656716417911,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-07-00,2,0,2,2,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-07-01,77,39,26,38,0.6,0.5064935064935064,0.5492957746478873,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-07-99,13,3,4,10,0.42857142857142855,0.23076923076923078,0.3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-08-00,62,37,34,25,0.5211267605633803,0.5967741935483871,0.556390977443609,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-08-99,5,2,4,3,0.3333333333333333,0.4,0.3636363636363636,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-09-01,76,37,22,39,0.6271186440677966,0.4868421052631579,0.5481481481481482,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,03-99-00,15,9,15,6,0.375,0.6,0.4615384615384615,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,04-00-00,30,10,11,20,0.47619047619047616,0.3333333333333333,0.39215686274509803,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,04-01-00,65,65,3,0,0.9558823529411765,1.0,0.9774436090225563,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,04-02-00,13,12,10,1,0.5454545454545454,0.9230769230769231,0.6857142857142856,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,04-03-00,31,31,7,0,0.8157894736842105,1.0,0.898550724637681,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,04-04-00,3,3,1,0,0.75,1.0,0.8571428571428571,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,04-05-00,32,27,11,5,0.7105263157894737,0.84375,0.7714285714285714,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,04-06-00,36,32,9,4,0.7804878048780488,0.8888888888888888,0.8311688311688312,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,04-07-00,9,8,0,1,1.0,0.8888888888888888,0.9411764705882353,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,04-08-00,42,29,6,13,0.8285714285714286,0.6904761904761905,0.7532467532467533,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,04-09-00,28,20,20,8,0.5,0.7142857142857143,0.588235294117647,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,04-99-00,57,32,48,25,0.4,0.5614035087719298,0.4671532846715329,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,05-00-00,107,88,23,19,0.7927927927927928,0.822429906542056,0.8073394495412843,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,05-02-00,2,1,0,1,1.0,0.5,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,05-03-00,62,53,15,9,0.7794117647058824,0.8548387096774194,0.8153846153846154,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,05-04-00,10,7,2,3,0.7777777777777778,0.7,0.7368421052631577,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,05-05-00,88,50,30,38,0.625,0.5681818181818182,0.5952380952380952,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,05-06-00,122,83,20,39,0.8058252427184466,0.680327868852459,0.7377777777777776,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,05-08-00,43,26,31,17,0.45614035087719296,0.6046511627906976,0.52,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,05-09-00,1,1,0,0,1.0,1.0,1.0,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,05-99-00,13,5,5,8,0.5,0.38461538461538464,0.4347826086956522,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,BLANK,0,0,10,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,00-01,8,0,4,8,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,00-02,187,83,67,104,0.5533333333333333,0.44385026737967914,0.49258160237388726,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,00-03,37,10,22,27,0.3125,0.2702702702702703,0.2898550724637681,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,00-04,4,0,5,4,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,01-00,0,0,1,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,01-01,1313,1061,182,252,0.8535800482703138,0.8080731150038081,0.8302034428794992,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,01-03,8,3,3,5,0.5,0.375,0.42857142857142855,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,01-04,940,820,56,120,0.9360730593607306,0.8723404255319149,0.9030837004405287,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,01-05,127,86,69,41,0.5548387096774193,0.6771653543307087,0.6099290780141844,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,01-06,1,1,0,0,1.0,1.0,1.0,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,01-07,1,1,1,0,0.5,1.0,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,01-99,4,0,2,4,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,02-00,5,2,10,3,0.16666666666666666,0.4,0.23529411764705882,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,02-01,2,0,1,2,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,02-02,9,3,1,6,0.75,0.3333333333333333,0.46153846153846156,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,02-03,10,5,5,5,0.5,0.5,0.5,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,02-04,36,28,13,8,0.6829268292682927,0.7777777777777778,0.7272727272727273,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,02-05,6,5,4,1,0.5555555555555556,0.8333333333333334,0.6666666666666667,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,02-06,1,1,1,0,0.5,1.0,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,02-99,16,10,8,6,0.5555555555555556,0.625,0.5882352941176471,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,03-00,1,0,1,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,03-01,611,549,120,62,0.820627802690583,0.8985270049099836,0.8578125000000001,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,03-02,76,56,34,20,0.6222222222222222,0.7368421052631579,0.6746987951807228,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,03-03,244,193,81,51,0.7043795620437956,0.7909836065573771,0.7451737451737452,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,03-04,101,83,27,18,0.7545454545454545,0.8217821782178217,0.7867298578199051,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,03-05,94,78,36,16,0.6842105263157895,0.8297872340425532,0.7499999999999999,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,03-06,259,201,33,58,0.8589743589743589,0.7760617760617761,0.8154158215010141,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,03-07,92,52,22,40,0.7027027027027027,0.5652173913043478,0.6265060240963856,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,03-08,67,40,37,27,0.5194805194805194,0.5970149253731343,0.5555555555555555,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,03-09,76,37,22,39,0.6271186440677966,0.4868421052631579,0.5481481481481482,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,03-99,15,9,15,6,0.375,0.6,0.4615384615384615,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,04-00,30,10,11,20,0.47619047619047616,0.3333333333333333,0.39215686274509803,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,04-01,65,65,3,0,0.9558823529411765,1.0,0.9774436090225563,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,04-02,13,12,10,1,0.5454545454545454,0.9230769230769231,0.6857142857142856,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,04-03,31,31,7,0,0.8157894736842105,1.0,0.898550724637681,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,04-04,3,3,1,0,0.75,1.0,0.8571428571428571,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,04-05,32,27,11,5,0.7105263157894737,0.84375,0.7714285714285714,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,04-06,36,32,9,4,0.7804878048780488,0.8888888888888888,0.8311688311688312,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,04-07,9,8,0,1,1.0,0.8888888888888888,0.9411764705882353,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,04-08,42,29,6,13,0.8285714285714286,0.6904761904761905,0.7532467532467533,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,04-09,28,20,20,8,0.5,0.7142857142857143,0.588235294117647,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,04-99,57,32,48,25,0.4,0.5614035087719298,0.4671532846715329,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,05-00,107,88,23,19,0.7927927927927928,0.822429906542056,0.8073394495412843,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,05-02,2,1,0,1,1.0,0.5,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,05-03,62,53,15,9,0.7794117647058824,0.8548387096774194,0.8153846153846154,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,05-04,10,7,2,3,0.7777777777777778,0.7,0.7368421052631577,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,05-05,88,50,30,38,0.625,0.5681818181818182,0.5952380952380952,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,05-06,122,83,20,39,0.8058252427184466,0.680327868852459,0.7377777777777776,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,05-08,43,26,31,17,0.45614035087719296,0.6046511627906976,0.52,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,05-09,1,1,0,0,1.0,1.0,1.0,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,05-99,13,5,5,8,0.5,0.38461538461538464,0.4347826086956522,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level2,single_label,BLANK,0,0,10,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level1,single_label,00,236,133,58,103,0.6963350785340314,0.5635593220338984,0.6229508196721312,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level1,single_label,01,2394,2139,147,255,0.9356955380577427,0.893483709273183,0.914102564102564,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level1,single_label,02,85,74,23,11,0.7628865979381443,0.8705882352941177,0.8131868131868132,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level1,single_label,03,1636,1480,246,156,0.8574739281575898,0.9046454767726161,0.8804283164782867,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level1,single_label,04,346,334,61,12,0.8455696202531645,0.9653179190751445,0.9014844804318489,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level1,single_label,05,448,377,63,71,0.8568181818181818,0.8415178571428571,0.8490990990990991,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,level1,single_label,BLANK,0,0,10,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,multi_label,00-02-00,72,7,27,65,0.20588235294117646,0.09722222222222222,0.1320754716981132,0.12201772324471886
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,multi_label,00-03-00,1,0,0,1,,0.0,,0.0
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,multi_label,00-04-00,10,1,1,9,0.5,0.1,0.16666666666666669,0.16597716366044063
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,multi_label,01-00-00,1,0,0,1,,0.0,,0.0
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,multi_label,01-01-00,491,214,362,277,0.3715277777777778,0.43584521384928715,0.401124648547329,0.3104670880221978
